kind,domain,lean_domain,lean_module,tier,record_count,median_error_pct,coverage_tier,precision_status,labs
extension,Math_Generator_Benchmark_Formula_Eval,,FSOT.Formal.MathGeneratorBenchmarkFormulaEvalPriors,31,21,0.020055,B_verified,,
extension,Math_Generator_Rules_Eval,,FSOT.Formal.MathGeneratorRulesEvalPriors,30,1552,0.0,A_strong,,
extension,Mathematics_Computational,,FSOT.Formal.MathematicsComputationalPriors,29,20,1.4090183367935627e-14,B_verified,,
extension,Mechanical_Engineering,,FSOT.Formal.MechanicalEngineeringExtensionPriors,41,50,0.017310023021640548,B_verified,,
extension,Mechanical_Engineering_Panel,,FSOT.Formal.MechanicalEngineeringPanelPriors,85,20,0.039349,B_verified,,
extension,Mechanistic_Coupling,,FSOT.Formal.MechanisticCouplingPriors,45,116,0.0,A_strong,,
extension,Medical_Galactic_Orbital_Bridge,,FSOT.Formal.MedicalGalacticOrbitalBridgePriors,48,48,0.010717743028517818,B_verified,,
extension,Metamaterial_Fluid_Design_Prereg_Scaffold,,FSOT.Formal.MetamaterialFluidDesignPreregScaffoldPriors,73,25,0.0,B_verified,,
extension,Microtubule_Quantum_Consciousness_Panel,,FSOT.Formal.MicrotubuleQuantumConsciousnessPanelPriors,90,63,0.044671,B_verified,,
extension,Music_Harmonics_Public_Panel,,FSOT.Formal.MusicHarmonicsPublicPanelPriors,61,24,0.0,B_verified,,
extension,Mycology,,FSOT.Formal.MycologyExtensionPriors,41,420,0.022236250385193498,A_strong,,
extension,Mycology_Panel,,FSOT.Formal.MycologyPanelPriors,84,90,0.006006,B_verified,,
extension,NASA_DONKI_Solar_Panel,,FSOT.Formal.NasaDonkiSolarPriors,80,2148,0.020755,A_strong,,
extension,NASA_Exoplanet_Archive,,FSOT.Formal.NasaExoplanetArchivePriors,38,158,0.023015,A_strong,,
extension,NASA_NEO_Feed_Panel,,FSOT.Formal.NasaNeoFeedPriors,80,56,0.021097,B_verified,,
extension,NCBI_Gene_Public_Panel,,FSOT.Formal.NcbiGenePublicPriors,81,48,0.025571999999999998,B_verified,,
extension,NIST_CODATA_Constants,,FSOT.Formal.NistCodataConstantsPriors,38,21,9.5e-05,B_verified,,
extension,NIST_DLMF_Special_Functions,,FSOT.Formal.NistDlmfSpecialFunctionsPriors,78,21,0.020055,B_verified,,
extension,NOAA_Coastal_Tides,,FSOT.Formal.NoaaCoastalTidesPriors,38,20,0.030173,B_verified,,
extension,NOAA_NDBC_Buoy_Panel,,FSOT.Formal.NoaaNdbcBuoyPriors,81,596,0.028287,A_strong,,
extension,Natural_Formation_Element_Simulation,,FSOT.Formal.NaturalFormationElementSimulationPriors,72,44,0.0,B_verified,,
extension,Network_Internet_Protocols,,FSOT.Formal.NetworkInternetProtocolsPriors,43,22,0.010337117254355377,B_verified,,
extension,Network_Science_Public_Panel,,FSOT.Formal.NetworkSciencePublicPanelPriors,64,24,0.0,B_verified,,
extension,Neural_Galactic_Orbital_Bridge,,FSOT.Formal.NeuralGalacticOrbitalBridgePriors,48,49,0.018002668701799784,B_verified,,
extension,Neuroeconomics,,FSOT.Formal.NeuroeconomicsExtensionPriors,41,65,0.10502056403980387,B_verified,,
extension,Neuroeconomics_Panel,,FSOT.Formal.NeuroeconomicsPanelPriors,85,20,0.031506,B_verified,,
extension,Neuroimmunology,,FSOT.Formal.NeuroimmunologyPriors,26,92,0.05041956982053305,B_verified,,
extension,Neurolab_Gaps_Math_Spine,,FSOT.Formal.NeurolabGapsMathSpinePriors,64,35,0.0,B_verified,,
extension,Neurolab_Residual_Math_Spine,,FSOT.Formal.NeurolabResidualMathSpinePriors,66,28,0.0,B_verified,,
extension,Neuron_Multi_Hero,,FSOT.Formal.NeuronMultiHeroPriors,27,24,0.00225237811160842,B_verified,,
extension,Neuroscience_Connectomics_Depth_Panel,,FSOT.Formal.NeuroscienceConnectomicsDepthPanelPriors,87,27,0.0201195,B_verified,,
extension,Neutrino_Physics_Panel,,FSOT.Formal.NeutrinoPhysicsPriors,82,20,0.009504,B_verified,,
extension,Nothing_Perfection_Friction_Origin_Panel,,FSOT.Formal.NothingPerfectionFrictionOriginPanelPriors,91,24,0.008488,B_verified,,
extension,OSTI_DOE_Science_Panel,,FSOT.Formal.OstiDoeSciencePriors,80,100,0.01382,A_strong,,
extension,Observer_Channel_Derivation,,FSOT.Formal.ObserverChannelDerivationPriors,46,348,0.0525102820198906,A_strong,,
extension,Observer_Effect_Cross_Species_Panel,,FSOT.Formal.ObserverEffectCrossSpeciesPanelPriors,90,289,0.0,A_strong,,
extension,Omni_Theory_Genesis,,FSOT.Formal.OmniTheoryGenesisPriors,35,27,0.0,B_verified,,
extension,Omni_Theory_Humanities_Panel,,FSOT.Formal.OmniTheoryHumanitiesPanelPriors,88,37,0.0222545,B_verified,,
extension,Oncology,,FSOT.Formal.OncologyPriors,26,67,0.05041956982053305,B_verified,,
extension,OpenAlex_Citation_Graph,,FSOT.Formal.OpenalexCitationGraphPriors,38,80,0.031506,B_verified,,
extension,OpenNeuro_Full_Panel,,FSOT.Formal.OpenNeuroFullPanelPriors,68,123,0.015431,A_strong,,
extension,Open_Meteo_Live_Panel,,FSOT.Formal.OpenMeteoLivePriors,81,432,0.026204,A_strong,,
extension,Optics_Interferometry_Depth_Panel,,FSOT.Formal.OpticsInterferometryDepthPanelPriors,87,127,0.026954,A_strong,,
extension,Orbital_Mechanics,,FSOT.Formal.OrbitalMechanicsPriors,21,22,0.020214999999999997,B_verified,,
extension,Overflow_Carry_Emergence_Panel,,FSOT.Formal.OverflowCarryEmergencePanelPriors,91,29,0.009504,B_verified,,
extension,PDG_Particle_Properties,,FSOT.Formal.PdgParticlePropertiesPriors,78,21,9.5e-05,B_verified,,
extension,Paleoclimate,,FSOT.Formal.PaleoclimateExtensionPriors,41,40,0.015015854077432778,B_verified,,
extension,Paleoclimate_Panel,,FSOT.Formal.PaleoclimatePanelPriors,85,20,0.006006,B_verified,,
extension,Paleontology,,FSOT.Formal.PaleontologyExtensionPriors,41,630,0.017836062884406152,A_strong,,
extension,Paleontology_Panel,,FSOT.Formal.PaleontologyPanelPriors,84,120,0.0167305,A_strong,,
extension,Particle_Neural_Orbital_Bridge,,FSOT.Formal.ParticleNeuralOrbitalBridgePriors,47,48,0.03326447040434832,B_verified,,
extension,Particle_Physics,,FSOT.Formal.ParticlePhysicsPriors,16,98,0.014415233331492876,B_verified,,
extension,Periodic_Extension_Decay_Topology_Scaffold,,FSOT.Formal.PeriodicExtensionDecayTopologyScaffoldPriors,75,24,0.0,B_verified,,
extension,Periodic_Table_Completion_Spine,,FSOT.Formal.PeriodicTableCompletionSpinePriors,72,38,0.0,B_verified,,
extension,Periodic_Table_Extension_Closure_Spine,,FSOT.Formal.PeriodicTableExtensionClosureSpinePriors,75,41,0.0,B_verified,,
extension,Periodic_Table_Public_Panel,,FSOT.Formal.PeriodicTablePublicPanelPriors,72,52,9.5e-05,B_verified,,
extension,Petrology_Geochemistry_Panel,,FSOT.Formal.PetrologyGeochemistryPriors,82,80,0.030428,B_verified,,
extension,Pharmacokinetics,,FSOT.Formal.PharmacokineticsGapFillPriors,34,56,0.00241237063663613,B_verified,,
extension,Pharmacology,,FSOT.Formal.PharmacologyPriors,20,120,0.0011715432153059484,A_strong,,
extension,Phi_Morphogenetic_Scaling,,FSOT.Formal.PhiMorphogeneticScalingPriors,47,289,0.01760779720633292,A_strong,,
extension,Physarum_Biological_CUDA_Panel,,FSOT.Formal.PhysarumBiologicalCudaPanelPriors,88,24,0.022236,B_verified,,
extension,Planetary_Atmospheres,,FSOT.Formal.PlanetaryAtmospheresPriors,23,21,0.0,B_verified,,
extension,Planetary_Structure,,FSOT.Formal.PlanetaryStructurePriors,21,20,0.0,B_verified,,
extension,Plasma_Physics,,FSOT.Formal.PlasmaPhysicsPriors,12,271833,0.0,A_strong,,
extension,Portable_Clone_Verify,,FSOT.Formal.PortableCloneVerifyPriors,46,290,0.0,A_strong,,
extension,Prediction_Rederivation,,FSOT.Formal.PredictionRederivationPriors,36,21,0.028160460849701814,B_verified,,
extension,Preregistered_Outcome_Tracking,,FSOT.Formal.PreregisteredOutcomeTrackingPriors,70,56,0.0,B_verified,,
extension,Preregistered_Predictions,,FSOT.Formal.PreregisteredPredictionsPriors,46,27,0.020098237848408945,B_verified,,
extension,Preregistered_Predictions_Verification_Scaffold,,FSOT.Formal.PreregisteredPredictionsVerificationScaffoldPriors,63,60,0.0,B_verified,,
extension,Programming_Language_Laws,,FSOT.Formal.ProgrammingLanguageLawsPriors,44,107,0.0,A_strong,,
extension,Proof_Carrying_Code_Genome,,FSOT.Formal.ProofCarryingCodeGenomePriors,47,25,0.0051685586271776884,B_verified,,
extension,Proof_Ledger_Closure_Spine,,FSOT.Formal.ProofLedgerClosureSpinePriors,70,24,0.0,B_verified,,
extension,Psychology_Psychometrics_Depth_Panel,,FSOT.Formal.PsychologyPsychometricsDepthPanelPriors,87,23,0.031506,B_verified,,
extension,PubChem_Compound_Properties,,FSOT.Formal.PubchemCompoundPropertiesPriors,38,500,0.002637,A_strong,,
extension,PubChem_Live_Deep,,FSOT.Formal.PubChemLiveDeepPriors,68,5254,0.032631,A_strong,,
extension,PubChem_Stability_Panel,,FSOT.Formal.PubChemStabilityPanelPriors,55,59,0.0024238898584426276,B_verified,,
extension,Public_Verifiable_Spine,,FSOT.Formal.PublicVerifiableSpinePriors,81,20,0.0,B_verified,,
extension,Published_Fuel_Property_Panel,,FSOT.Formal.PublishedFuelPropertyPanelPriors,57,31,0.0,B_verified,,
extension,Pure_Mathematics,,FSOT.Formal.PureMathematicsExtensionPriors,41,1578,0.0,A_strong,,
extension,Pure_Mathematics_Panel,,FSOT.Formal.PureMathematicsPanelPriors,86,44,0.02584,B_verified,,
extension,Quantum_Computing_Math_Depth_Panel,,FSOT.Formal.QuantumComputingMathDepthPanelPriors,87,77,0.014767,B_verified,,
extension,Quantum_Information,,FSOT.Formal.QuantumInformationPriors,66,24,0.0,B_verified,,
extension,Quantum_Materials,,FSOT.Formal.QuantumMaterialsPriors,27,168,0.024318115591995593,A_strong,,
extension,Quantum_Mechanics_Entanglement_Depth_Panel,,FSOT.Formal.QuantumMechanicsEntanglementDepthPanelPriors,87,23,0.095551,B_verified,,
extension,RCSB_PDB_Structures,,FSOT.Formal.RcsbPdbStructuresPriors,38,45,0.022236,B_verified,,
extension,RD_Interval_Tightening_Panel,,FSOT.Formal.RdIntervalTighteningPanelPriors,77,24,0.000502,B_verified,,
extension,Radio_Astronomy_Panel,,FSOT.Formal.RadioAstronomyPriors,82,30,0.022461,B_verified,,
extension,Reality_Folding_Spine,,FSOT.Formal.RealityFoldingSpinePriors,49,24,0.023914275640537417,B_verified,,
extension,Robotics_Control_Systems,,FSOT.Formal.RoboticsControlSystemsExtensionPriors,41,45,0.0,B_verified,,
extension,Robotics_Control_Systems_Panel,,FSOT.Formal.RoboticsControlSystemsPanelPriors,84,20,0.01341,B_verified,,
extension,Rust_Lean_Bridge,,FSOT.Formal.RustLeanBridgePriors,37,24,0.0,B_verified,,
extension,Rust_Lean_Bridge_Panel,,FSOT.Formal.RustLeanBridgePanelPriors,88,24,0.014767,B_verified,,
extension,SH0ES_Refined,,FSOT.Formal.SH0ESRefinedPriors,51,24,0.024894,B_verified,,
extension,SIMBAD_Stellar_Identity_Deep,,FSOT.Formal.SIMBADStellarIdentityDeepPriors,60,520,0.022461,A_strong,,
extension,STScI_MAST_Telescope_Panel,,FSOT.Formal.StsciMastTelescopePriors,79,377,0.022461,A_strong,,
extension,Scalar_Solver_35_Panel,,FSOT.Formal.ScalarSolver35PanelPriors,88,24,0.014767,B_verified,,
extension,Scientific_Expansion_Depth_Spine,,FSOT.Formal.ScientificExpansionDepthSpinePriors,86,20,0.0,B_verified,,
extension,Scientific_Expansion_Depth_Wave2_Spine,,FSOT.Formal.ScientificExpansionDepthWave2SpinePriors,87,40,0.0,B_verified,,
extension,Scientific_Expansion_Spine,,FSOT.Formal.ScientificExpansionSpinePriors,82,40,0.0,B_verified,,
extension,Scientific_Expansion_Wave2_Spine,,FSOT.Formal.ScientificExpansionWave2SpinePriors,84,40,0.0,B_verified,,
extension,Scientific_Expansion_Wave3_Spine,,FSOT.Formal.ScientificExpansionWave3SpinePriors,85,40,0.0,B_verified,,
extension,Secure_Software_Engineering,,FSOT.Formal.SecureSoftwareEngineeringPriors,43,59,0.0,B_verified,,
extension,Seismology,,FSOT.Formal.SeismologyPriors,21,500,0.0,A_strong,,
extension,Seismology_Deep,,FSOT.Formal.SeismologyDeepPriors,23,1000,0.0,A_strong,,
extension,Semiconductor_Physics_Public_Panel,,FSOT.Formal.SemiconductorPhysicsPublicPanelPriors,64,24,0.0,B_verified,,
extension,Small_Body_Orbits,,FSOT.Formal.SmallBodyOrbitsPriors,22,22,0.020214999999999997,B_verified,,
extension,Soil_Science_Panel,,FSOT.Formal.SoilSciencePriors,82,96,0.006006,B_verified,,
extension,Solar_System_Structure_Deep,,FSOT.Formal.SolarSystemStructureDeepPriors,54,50,0.0,B_verified,,
extension,Space_Propulsion_Systems,,FSOT.Formal.SpacePropulsionSystemsPriors,39,21,0.0,B_verified,,
extension,Space_Weather,,FSOT.Formal.SpaceWeatherPriors,17,271813,0.0,A_strong,,
extension,Speleology,,FSOT.Formal.SpeleologyExtensionPriors,41,65,0.0034072140135262413,B_verified,,
extension,Speleology_Panel,,FSOT.Formal.SpeleologyPanelPriors,85,24,0.04459,B_verified,,
extension,Sports_Biomechanics,,FSOT.Formal.SportsBiomechanicsGapFillPriors,34,35,0.04447250077037523,B_verified,,
extension,Star_Trek_Transporter_Live_Panel,,FSOT.Formal.StarTrekTransporterLivePanelPriors,88,1413,0.031159,A_strong,,
extension,Statistical_Mechanics_Public_Panel,,FSOT.Formal.StatisticalMechanicsPublicPanelPriors,64,24,0.0,B_verified,,
extension,Stellar_Multiplicity_Catalog,,FSOT.Formal.StellarMultiplicityCatalogPriors,53,68,0.0,B_verified,,
extension,Stellar_Multiplicity_Live_Deep,,FSOT.Formal.StellarMultiplicityLiveDeepPriors,58,69,0.0,B_verified,,
extension,Stumped_Observables_Panel,,FSOT.Formal.StumpedObservablesPanelPriors,51,24,0.029748999999999998,B_verified,,
extension,Stumped_Observables_Spine,,FSOT.Formal.StumpedObservablesSpinePriors,51,24,0.027761,B_verified,,
extension,Superheavy_Element_Stability_Panel,,FSOT.Formal.SuperheavyElementStabilityPanelPriors,72,50,1e-06,B_verified,,
extension,Superheavy_Island_Completion_Spine,,FSOT.Formal.SuperheavyIslandCompletionSpinePriors,74,43,0.0,B_verified,,
extension,Superheavy_Island_Emergence_Simulation,,FSOT.Formal.SuperheavyIslandEmergenceSimulationPriors,74,44,0.0,B_verified,,
extension,Supply_Chain_Logistics,,FSOT.Formal.SupplyChainLogisticsExtensionPriors,41,40,0.03230022603427978,B_verified,,
extension,Supply_Chain_Logistics_Panel,,FSOT.Formal.SupplyChainLogisticsPanelPriors,85,40,0.02584,B_verified,,
extension,Symbolic_Archetype_Panel,,FSOT.Formal.SymbolicArchetypePanelPriors,51,28,0.0,B_verified,,
extension,Synthetic_Biology,,FSOT.Formal.SyntheticBiologyPriors,27,20,0.0,B_verified,,
extension,Tectonics,,FSOT.Formal.TectonicsPriors,21,500,0.0,A_strong,,
extension,Term3_Acoustic_Bleed_Depth,,FSOT.Formal.Term3AcousticBleedDepthPriors,67,23,0.008381497018408523,B_verified,,
extension,The_Well_Outcomes_Verification_Panel,,FSOT.Formal.TheWellOutcomesVerificationPanelPriors,89,246,0.031159,A_strong,,
extension,The_Well_Spot_Check_Panel,,FSOT.Formal.TheWellSpotCheckPanelPriors,89,24,0.031159,B_verified,,
extension,The_Well_Verification_Spine,,FSOT.Formal.TheWellVerificationSpinePriors,89,24,0.028287,B_verified,,
extension,Theory_Completeness_Spine,,FSOT.Formal.TheoryCompletenessSpinePriors,45,24,0.021927861384483893,B_verified,,
extension,Tier_93_Dual_Wave_Spine,,FSOT.Formal.Tier93DualWaveSpinePriors,93,24,0.011093889935064888,B_verified,,
extension,Tier_94_Longevity_Spine,,FSOT.Formal.Tier94LongevitySpinePriors,94,34,0.0,B_verified,,
extension,Tier_95_Zebrafish_Spine,,FSOT.Formal.Tier95ZebrafishSpinePriors,95,24,0.013342,B_verified,,
extension,Time_Domain_Crosswalk,,FSOT.Formal.TimeDomainCrosswalkPriors,50,250,0.028056,A_strong,,
extension,Time_Emergence_Deep_Panel,,FSOT.Formal.TimeEmergenceDeepPanelPriors,76,24,0.024894,B_verified,,
extension,Time_Emergence_Simulation,,FSOT.Formal.TimeEmergenceSimulationPriors,50,28,0.0,B_verified,,
extension,ToE_Claim_Certificate_Bundle,,FSOT.Formal.ToEClaimCertificateBundlePriors,70,24,0.0020923899350648867,B_verified,,
extension,ToE_Gap_Closure_Spine,,FSOT.Formal.ToEGapClosureSpinePriors,46,24,0.021927861384483893,B_verified,,
extension,ToE_Unification_Spine,,FSOT.Formal.ToEUnificationSpinePriors,48,24,0.01900826880249791,B_verified,,
extension,Tokenization_Live_Panel,,FSOT.Formal.TokenizationLivePanelPriors,88,24,0.022236,B_verified,,
extension,Tokenization_Smoke,,FSOT.Formal.TokenizationSmokePriors,33,24,0.0,B_verified,,
extension,Toxicology_Panel,,FSOT.Formal.ToxicologyPriors,82,21,0.033401,B_verified,,
extension,Trinary_Hardware_Live_Panel,,FSOT.Formal.TrinaryHardwareLivePanelPriors,88,37,0.014767,B_verified,,
extension,Trinary_Hardware_Motif,,FSOT.Formal.TrinaryHardwareMotifPriors,33,24,0.0,B_verified,,
extension,Trinary_OS_ISA_Rebuild,,FSOT.Formal.TrinaryOSISARebuildPriors,31,38,0.0,B_verified,,
extension,Trinary_OS_Portable,,FSOT.Formal.TrinaryOSPortablePriors,30,24,0.013342,B_verified,,
extension,Trinary_OS_Round_Trip,,FSOT.Formal.TrinaryOSRoundTripPriors,32,22,0.0,B_verified,,
extension,Trinary_OS_Tier_E,,FSOT.Formal.TrinaryOSTierEPriors,40,68,0.0,B_verified,,
extension,UAP_War_Gov_Release_Panel,,FSOT.Formal.UapWarGovReleasePriors,80,542,0.008488,A_strong,,
extension,Undiscovered_Element_Candidate_Prereg_Scaffold,,FSOT.Formal.UndiscoveredElementCandidatePreregScaffoldPriors,72,25,0.0,B_verified,,
extension,UniProt_Protein_Annotations,,FSOT.Formal.UniprotProteinAnnotationsPriors,38,22,0.026684,B_verified,,
extension,UniProt_Structure_Annotations_Deep,,FSOT.Formal.UniProtStructureAnnotationsDeepPriors,56,121,0.0,A_strong,,
extension,Unified_DB_Candidate_Crosswalk,,FSOT.Formal.UnifiedDBCandidateCrosswalkPriors,69,46,0.0,B_verified,,
extension,Unified_DB_Crosswalk_Spine,,FSOT.Formal.UnifiedDBCrosswalkSpinePriors,69,24,0.0020923899350648867,B_verified,,
extension,VL_Agent_Distill_Panel,,FSOT.Formal.VlAgentDistillPanelPriors,88,24,0.022236,B_verified,,
extension,VL_Distill_Atlas,,FSOT.Formal.VlDistillAtlasPriors,37,24,0.0,B_verified,,
extension,Virology,,FSOT.Formal.VirologyExtensionPriors,41,50,0.04593318440797614,B_verified,,
extension,Virology_Panel,,FSOT.Formal.VirologyPanelPriors,84,24,0.022236,B_verified,,
extension,VizieR_WDS_TAP_Live_Deep,,FSOT.Formal.VizieRWdsTapLiveDeepPriors,68,121,0.026954,A_strong,,
extension,Volcanology_Panel,,FSOT.Formal.VolcanologyPriors,82,90,0.023502,B_verified,,
extension,WDS_Live_Multiplicity_Deep,,FSOT.Formal.WDSLiveMultiplicityDeepPriors,62,281,0.026954,A_strong,,
extension,Warp_BH_WH_Portal_Panel,,FSOT.Formal.WarpBhWhPortalPriors,78,24,0.0,B_verified,,
extension,World_Bank_Development,,FSOT.Formal.WorldBankDevelopmentPriors,38,420,0.02584,A_strong,,
extension,XR_Interactive_Media_Math_Scaffold,,FSOT.Formal.XRInteractiveMediaMathScaffoldPriors,61,24,0.0,B_verified,,
extension,Z120_Z126_Beam_Synthesis_Panel,,FSOT.Formal.Z120Z126BeamSynthesisPanelPriors,74,20,9.5e-05,B_verified,,
extension,Z164_Distant_Island_Prereg_Scaffold,,FSOT.Formal.Z164DistantIslandPreregScaffoldPriors,75,24,0.0,B_verified,,
extension,Zebrafish_Cell_Tracking_Panel,,FSOT.Formal.ZebrafishCellTrackingPanelPriors,95,20,0.022236,B_verified,,
extension,Zebrafish_Developmental_Mechanics_Panel,,FSOT.Formal.ZebrafishDevelopmentalMechanicsPanelPriors,95,31,0.017789,B_verified,,
extension,Zebrafish_Longevity_Genetics_Coupling_Panel,,FSOT.Formal.ZebrafishLongevityGeneticsCouplingPanelPriors,95,24,0.014453500000000001,B_verified,,
extension,Zero_Boundary_Not_Entity_Panel,,FSOT.Formal.ZeroBoundaryNotEntityPanelPriors,91,24,0.020055,B_verified,,
extension,Zero_Day_Risk_Evaluator,,FSOT.Formal.ZeroDayRiskEvaluatorPriors,43,26,0.010337117254355377,B_verified,,
extension,Zoology,,FSOT.Formal.ZoologyExtensionPriors,35,1000,0.01778900030815634,A_strong,,
extension,iNaturalist_Observation_Panel,,FSOT.Formal.InaturalistObservationPriors,81,288,0.006006,A_strong,,
